customer_id,gender,senior_citizen,partner,dependents,signup_date,tenure_months,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_tickets,has_support_ticket,avg_satisfaction_score,avg_monthly_data_gb,avg_monthly_call_minutes,tenure_bucket,annual_revenue_at_risk,total_addons_subscribed,is_churned
5651-WYIPH,Female,1,No,No,07-01-2023,18,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,Yes,No,DSL,No,Yes,No,No,No,No,0,No,0,58.03889,518.55556,1-2 Years,0,1,0
5651-YLPRD,Female,0,Yes,Yes,13-11-2021,32,Month-to-month,Yes,Electronic check,86.1,2723.75,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4,Yes,3.75,79.20833,563.04167,2-3 Years,0,2,0
5652-MSDEY,Female,0,No,No,04-09-2023,10,Month-to-month,Yes,Mailed check,75.75,777.3,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,Yes,5,75.38,527.6,0-1 Year,0,0,0
5655-JSMZM,Male,1,No,No,21-06-2020,49,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,4.6667,82.29583,515.625,4+ Years,1154.4,2,1
5656-JAMLX,Male,0,No,No,28-05-2019,62,Two year,No,Bank transfer (automatic),19.85,1253.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,82.29167,639.66667,4+ Years,0,0,0
5656-MJEFC,Male,0,Yes,Yes,17-01-2021,42,Two year,No,Credit card (automatic),48.15,2032.3,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,4,Yes,4.5,74.81667,605.29167,3-4 Years,0,4,0
5663-QBGIS,Male,1,Yes,No,01-08-2018,72,Two year,No,Bank transfer (automatic),98.35,6929.4,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3,Yes,3,95.99167,630.41667,4+ Years,0,3,0
5666-CYCYZ,Female,0,No,No,11-07-2022,24,Month-to-month,Yes,Electronic check,89.55,2259.35,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,1,Yes,5,69.95417,583.83333,1-2 Years,0,2,0
5666-MBJPT,Male,0,No,No,27-02-2019,65,Two year,Yes,Bank transfer (automatic),25.1,1725,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,75.84583,636,4+ Years,0,0,0
5668-MEISB,Female,0,Yes,Yes,01-08-2018,72,Two year,No,Credit card (automatic),106.1,7657.4,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,2,Yes,3,77.5375,680.04167,4+ Years,0,5,0
5669-SRAIP,Female,0,No,No,01-02-2024,5,Month-to-month,No,Electronic check,39.5,210.75,Yes,No,No phone service,DSL,No,No,Yes,No,No,Yes,2,Yes,2.5,72.74,729,0-1 Year,474,2,1
5671-RQRLP,Female,1,Yes,No,30-09-2018,70,Two year,Yes,Credit card (automatic),75.65,5411.4,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,Yes,2,84.52083,515.70833,4+ Years,0,0,0
5671-UUNXD,Female,1,Yes,No,22-05-2020,50,One year,Yes,Electronic check,100.65,5189.75,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0,No,0,61.89583,544.08333,4+ Years,0,3,0
5673-FSSMF,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,60.15,60.15,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,3,Yes,3,55.2,294,0-1 Year,721.8,1,1
5673-TIYIB,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,2,Yes,3.5,79.35,300,0-1 Year,484.8,3,1
5676-CFLYY,Male,0,Yes,Yes,31-08-2018,71,Two year,Yes,Credit card (automatic),73.35,5154.5,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,0,No,0,73.5625,563.83333,4+ Years,0,4,0
5678-VFNEQ,Female,0,Yes,No,31-08-2018,71,One year,Yes,Credit card (automatic),104.1,7412.25,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,2,Yes,1.5,64.0375,630.875,4+ Years,0,4,0
5680-LQOGP,Female,0,No,No,29-11-2018,68,Two year,Yes,Credit card (automatic),82.45,5646.6,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,57.225,556.625,4+ Years,0,6,0
5681-LLOEI,Male,0,Yes,Yes,18-12-2020,43,One year,Yes,Credit card (automatic),91.25,4013.8,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,1,Yes,5,64.37917,679.41667,3-4 Years,0,3,0
5684-FJVYR,Female,0,Yes,Yes,01-08-2018,72,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,2,Yes,2,83.675,657,4+ Years,0,3,0
5685-IIXLY,Female,0,Yes,Yes,01-02-2024,5,Month-to-month,Yes,Electronic check,83.6,404.2,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2,Yes,2.5,76.1,791.6,0-1 Year,1003.2,2,1
5686-CMAWK,Male,0,No,No,06-02-2023,17,One year,No,Electronic check,86.75,1410.25,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,0,No,0,68.23529,731.05882,1-2 Years,0,2,0
5687-DKDTV,Female,0,No,No,02-03-2024,4,Month-to-month,No,Mailed check,20.35,77.5,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4.5,39.325,704.5,0-1 Year,244.2,0,1
5688-KZTSN,Male,0,Yes,Yes,07-04-2023,15,Month-to-month,Yes,Electronic check,20,288.05,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4,76.12667,560.66667,1-2 Years,240,0,1
5692-FPTAH,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,Yes,No,DSL,No,No,No,No,No,No,2,Yes,4.5,49.5,655,0-1 Year,544.8,0,1
5692-ICXLW,Male,1,No,No,13-12-2021,31,Month-to-month,Yes,Electronic check,90.7,2845.15,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,Yes,5,78.21667,588.75,2-3 Years,0,2,0
5693-PIPCS,Male,0,No,No,16-02-2021,41,Two year,Yes,Credit card (automatic),99.65,4220.35,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,2,Yes,3,82.5625,449.58333,3-4 Years,0,4,0
5696-CEIQJ,Male,0,Yes,Yes,29-12-2018,67,Two year,No,Bank transfer (automatic),103.15,6895.5,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,Yes,3,72.82083,625.25,4+ Years,0,5,0
5696-EXCYS,Male,0,No,No,06-02-2023,17,Two year,No,Credit card (automatic),19.45,369.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,83.81176,738.94118,1-2 Years,0,0,0
5696-JVVQY,Female,0,Yes,Yes,21-07-2020,48,Two year,Yes,Credit card (automatic),70.1,3238.4,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,0,No,0,65.52083,608.125,3-4 Years,0,4,0
5696-QURRL,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,Yes,No,DSL,No,No,No,No,No,No,3,Yes,1.3333,5.4,109,0-1 Year,540.6,0,1
5697-GOMBF,Female,1,Yes,Yes,13-03-2022,28,Month-to-month,Yes,Electronic check,35.9,973.65,No,No,No phone service,DSL,No,No,No,No,Yes,No,0,No,0,70.575,553.66667,2-3 Years,0,1,0
5698-BQJOH,Female,0,No,No,04-10-2023,9,Month-to-month,No,Electronic check,94.4,857.25,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,2,Yes,2,59.88889,528.22222,0-1 Year,1132.8,2,1
5699-BNCAS,Male,1,No,No,31-08-2018,71,Two year,Yes,Mailed check,24.65,1766.75,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,78.8125,634.95833,4+ Years,0,0,0
5701-GUXDC,Female,0,Yes,No,12-05-2022,26,One year,No,Credit card (automatic),35.4,978.6,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,0,No,0,61.20417,692.375,2-3 Years,0,2,0
5701-SVCWR,Female,0,No,Yes,31-05-2024,1,Month-to-month,No,Mailed check,24,24,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,52.6,654,0-1 Year,0,0,0
5701-YVSVF,Female,1,Yes,No,05-08-2023,11,Month-to-month,Yes,Electronic check,82.9,880.05,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,2,Yes,3,73.47273,580.81818,0-1 Year,0,2,0
5701-ZIKJE,Male,0,No,No,06-06-2023,13,Month-to-month,Yes,Mailed check,50.55,610.75,No,Yes,No,DSL,No,No,No,Yes,No,No,2,Yes,3,89.69231,492.15385,1-2 Years,0,1,0
5702-KVQRD,Male,0,Yes,No,31-08-2018,71,Two year,Yes,Electronic check,82.55,5832.65,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,Yes,1,79.2375,520.66667,4+ Years,0,5,0
5702-SKUOB,Female,0,Yes,No,02-03-2024,4,Month-to-month,No,Mailed check,19.6,93.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,64.85,826,0-1 Year,0,0,0
5707-ORNDZ,Male,1,No,No,04-10-2023,9,Month-to-month,No,Electronic check,54.55,494.05,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,2,Yes,3.5,99.74444,594.11111,0-1 Year,654.6,1,1
5707-ZMDJP,Male,0,Yes,Yes,22-02-2020,53,Two year,Yes,Mailed check,69.7,3729.6,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,1,Yes,1,85.225,756.83333,4+ Years,0,4,0
5708-EVONK,Female,0,Yes,Yes,25-09-2019,58,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3,Yes,3,70.87917,488.45833,4+ Years,1120.8,3,1
5709-LVOEQ,Female,0,Yes,Yes,30-06-2024,0,Two year,No,Mailed check,80.85,80.85,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,2,Yes,1.5,0,0,0-1 Year,0,5,0
5712-AHQNN,Female,0,No,No,18-12-2020,43,Month-to-month,Yes,Electronic check,91.65,3954.1,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,1,Yes,1,90.81667,455.91667,3-4 Years,0,3,0
5712-PTIWW,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,2,Yes,3.5,71.4,631,0-1 Year,958.2,2,1
5712-VBOXD,Female,0,No,No,02-03-2024,4,Month-to-month,Yes,Credit card (automatic),20.15,68.45,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,2.6667,74.725,483,0-1 Year,0,0,0
5716-EZXZN,Female,0,Yes,Yes,27-02-2019,65,Two year,Yes,Credit card (automatic),99.05,6416.7,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,1,Yes,4,69.975,635.16667,4+ Years,0,4,0
5716-LIBJC,Female,0,No,Yes,06-06-2023,13,One year,Yes,Credit card (automatic),104.15,1299.1,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,3.5,69.20769,685.84615,1-2 Years,0,4,0
5724-BIDBU,Male,0,Yes,No,21-06-2020,49,One year,Yes,Electronic check,55.35,2633.95,No,Yes,Yes,DSL,Yes,No,No,No,No,No,1,Yes,3,75.02917,656.45833,4+ Years,0,1,0
5726-CVNYA,Female,0,Yes,Yes,03-11-2023,8,Two year,Yes,Mailed check,19.85,146.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,4,Yes,2,58.6625,924.25,0-1 Year,0,0,0
5727-MYATE,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),90.8,6397.6,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,2,84.47917,582.66667,4+ Years,0,6,0
5729-KLZAR,Female,0,Yes,Yes,02-03-2024,4,Month-to-month,No,Electronic check,80.85,302.75,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,2,Yes,2.5,47.1,546,0-1 Year,970.2,1,1
5730-DBDSI,Male,0,No,No,28-01-2019,66,Two year,No,Bank transfer (automatic),19.7,1253.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,67.24583,610.75,4+ Years,0,0,0
5730-RIITO,Female,1,No,No,18-12-2020,43,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,1,Yes,1,69.425,644.04167,3-4 Years,0,2,0
5732-IKGQH,Male,1,Yes,No,23-03-2020,52,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2,Yes,3,73.42083,647.20833,4+ Years,0,5,0
5734-EJKXG,Female,0,No,No,27-06-2019,61,One year,Yes,Electronic check,118.6,7365.7,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,61.25417,564.58333,4+ Years,0,6,0
5736-YEJAX,Male,0,No,Yes,30-10-2018,69,Two year,Yes,Credit card (automatic),79.45,5502.55,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1,Yes,3,68.6625,594.75,4+ Years,0,5,0
5740-YHGTW,Male,0,Yes,Yes,30-09-2018,70,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0,No,0,79.23333,637.16667,4+ Years,0,3,0
5743-KHMNA,Male,0,No,No,31-08-2018,71,Two year,No,Bank transfer (automatic),25.55,1898.1,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3.5,74.12917,701.33333,4+ Years,0,0,0
5747-PMBSQ,Male,1,Yes,No,04-09-2023,10,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,3,Yes,3.3333,68.37,678.8,0-1 Year,1110,4,1
5748-RNCJT,Male,0,No,No,30-10-2018,69,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,Yes,1,58.29583,589.91667,4+ Years,1278,4,1
5751-USDBL,Male,0,Yes,Yes,19-09-2020,46,Two year,No,Mailed check,81,3846.35,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3.3333,75.86667,662.45833,3-4 Years,0,5,0
5753-QQWPW,Female,0,No,No,13-03-2022,28,One year,Yes,Electronic check,59.9,1654.7,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0,No,0,74.24167,613.83333,2-3 Years,0,3,0
5756-JYOJT,Female,0,No,No,05-08-2023,11,One year,No,Credit card (automatic),64.9,697.25,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,1,Yes,4,65,774.63636,0-1 Year,0,3,0
5756-OZRIO,Male,1,Yes,No,27-06-2019,61,One year,No,Bank transfer (automatic),64.05,3902.6,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,4,Yes,3.5,82.29583,600.5,4+ Years,0,2,0
5759-RCVCB,Female,0,No,No,01-04-2024,3,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes,No,No phone service,DSL,No,No,No,No,Yes,No,2,Yes,3,61.73333,397,0-1 Year,422.4,1,1
5760-FXFVO,Male,0,No,No,02-01-2024,6,Month-to-month,Yes,Electronic check,78.95,494.95,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0,No,0,70.58333,639.5,0-1 Year,0,2,0
5760-IFJOZ,Male,0,No,No,01-04-2024,3,Month-to-month,No,Mailed check,107.95,313.6,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,No,0,29.83333,612,0-1 Year,0,4,0
5760-WRAHC,Female,1,No,No,09-09-2022,22,Month-to-month,Yes,Mailed check,69.75,1545.4,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,1,Yes,2,64.25,677.59091,1-2 Years,0,4,0
5762-TJXGK,Female,0,No,No,23-03-2020,52,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,2,Yes,2.5,69.3625,523.25,4+ Years,0,5,0
5766-FTRTS,Male,0,Yes,No,01-08-2018,72,Two year,No,Mailed check,84.45,6033.1,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,4,70.70833,636.08333,4+ Years,0,6,0
5766-XQXMQ,Female,0,No,No,11-02-2022,29,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,3,Yes,1,74.15,693.33333,2-3 Years,826.2,4,1
5766-ZJYBB,Male,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,19.4,19.4,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,2.3333,149.1,843,0-1 Year,232.8,0,1
5774-QPLTF,Male,0,Yes,Yes,22-05-2020,50,One year,Yes,Mailed check,20.35,938.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,64.22083,677.16667,4+ Years,0,0,0
5774-XZTQC,Female,0,Yes,Yes,03-12-2023,7,Month-to-month,No,Mailed check,20.45,150.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,83.3,697.42857,0-1 Year,0,0,0
5777-KJIRB,Female,0,No,No,18-03-2021,40,One year,Yes,Mailed check,50.25,2023.55,No,Yes,No,DSL,No,No,Yes,No,No,No,4,Yes,4,73.86667,638,3-4 Years,0,1,0
5777-ZPQNC,Female,0,No,No,06-07-2023,12,One year,No,Electronic check,20.15,260.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3.6667,87.1,678,0-1 Year,0,0,0
5778-BVOFB,Female,0,No,No,04-10-2023,9,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,Yes,No,DSL,No,No,No,Yes,Yes,No,1,Yes,2,93.84444,578.33333,0-1 Year,0,2,0
5780-INQIK,Female,0,No,No,03-11-2023,8,Month-to-month,No,Electronic check,49.4,408.25,No,Yes,No,DSL,No,No,No,Yes,No,No,2,Yes,5,69.825,591.125,0-1 Year,0,1,0
5781-BKHOP,Female,0,Yes,No,01-08-2018,72,Two year,No,Bank transfer (automatic),100.65,7334.05,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,0,No,0,85.12917,591.75,4+ Years,0,4,0
5781-RFZRP,Male,0,Yes,No,31-08-2018,71,Two year,No,Credit card (automatic),73.5,5357.75,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,1,Yes,2,90.12917,514.875,4+ Years,0,4,0
5787-KXGIY,Male,0,Yes,No,01-08-2018,72,Two year,No,Credit card (automatic),19.3,1304.8,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,79.32083,583.29167,4+ Years,0,0,0
5788-YPOEG,Female,0,Yes,Yes,14-09-2021,34,Two year,No,Mailed check,84.75,2839.45,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,1.5,78.23333,692.54167,2-3 Years,0,6,0
5789-LDFXO,Male,0,No,No,11-07-2022,24,One year,No,Electronic check,24.6,592.65,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,85.73333,704.29167,1-2 Years,0,0,0
5791-KAJFD,Female,0,Yes,Yes,24-11-2019,56,One year,Yes,Bank transfer (automatic),68.75,3808,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,0,No,0,64.82083,676.58333,4+ Years,0,3,0
5792-JALQC,Female,1,No,No,23-03-2020,52,Two year,No,Bank transfer (automatic),59.85,3103.25,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,4,Yes,2.75,70.52917,701.625,4+ Years,0,2,0
5793-YOLJN,Female,0,Yes,Yes,24-12-2019,55,Two year,No,Mailed check,21,1210.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,73.18333,712.54167,4+ Years,0,0,0
5795-BKOYE,Female,0,Yes,Yes,30-10-2018,69,One year,No,Bank transfer (automatic),59.1,4134.7,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,2,Yes,3,83.05,655.33333,4+ Years,0,3,0
5795-KTGUD,Female,0,Yes,No,29-11-2018,68,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2,Yes,2.5,74.70833,685.79167,4+ Years,0,5,0
5797-APWZC,Female,0,No,No,31-05-2024,1,Month-to-month,No,Electronic check,90.6,90.6,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,3.3333,125.1,851,0-1 Year,1087.2,2,1
5799-JRCZO,Female,0,No,Yes,28-04-2019,63,Two year,No,Credit card (automatic),19.5,1215.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,77.7,631.5,4+ Years,0,0,0
5802-ADBRC,Female,0,Yes,No,22-05-2020,50,One year,Yes,Mailed check,104.4,5232.9,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,Yes,5,88.66667,545.41667,4+ Years,0,4,0
5803-NQJZO,Male,0,Yes,No,01-08-2018,72,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,1,Yes,3,60.5625,631.5,4+ Years,0,4,0
5804-HYIEZ,Male,0,Yes,Yes,30-09-2018,70,Month-to-month,Yes,Electronic check,106.05,7554.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0,No,0,76.69167,614.83333,4+ Years,0,4,0
5804-JMYIO,Female,0,Yes,Yes,17-04-2021,39,Two year,No,Mailed check,19.75,757.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,82.44167,678.66667,3-4 Years,0,0,0
5804-LEPIM,Female,1,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,4.3333,86.85,337.5,0-1 Year,844.2,0,1
5808-TOTXO,Female,0,No,Yes,01-04-2024,3,One year,Yes,Credit card (automatic),20.55,57.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,106.46667,328.33333,0-1 Year,0,0,0
5811-IWXYM,Female,0,Yes,Yes,23-03-2020,52,One year,No,Bank transfer (automatic),101.25,5301.1,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,No,0,61.8375,622.83333,4+ Years,0,3,0
5813-UECBU,Male,1,No,No,14-10-2021,33,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,2,Yes,5,76.38333,689.54167,2-3 Years,1006.2,2,1
5815-HGGHV,Male,0,Yes,No,08-11-2022,20,One year,Yes,Mailed check,64.15,1274.45,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,0,No,0,70.38,632.5,1-2 Years,0,3,0
5816-JMLGY,Female,0,Yes,Yes,30-09-2018,70,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0,No,0,85.6,673.20833,4+ Years,0,5,0
5816-QVHRX,Female,0,No,No,16-06-2021,37,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1,Yes,4,70.78333,619.70833,3-4 Years,0,3,0
5816-SCGFC,Female,1,No,No,03-12-2023,7,Month-to-month,Yes,Mailed check,51.3,419.35,No,Yes,No,DSL,No,Yes,No,No,No,No,3,Yes,4.3333,58.2,674.57143,0-1 Year,0,1,0
5820-PTRYM,Female,1,Yes,No,24-11-2019,56,One year,Yes,Credit card (automatic),68.45,4014,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0,No,0,82.60417,530.16667,4+ Years,0,4,0
5821-MMEIL,Female,0,Yes,No,25-10-2019,57,Two year,No,Bank transfer (automatic),19.9,1115.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,71,725.125,4+ Years,0,0,0
5825-XJOCM,Male,0,No,Yes,21-07-2020,48,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,2,Yes,4.5,61.92917,622.625,3-4 Years,0,3,0
5827-MWCZK,Male,0,Yes,Yes,24-11-2019,56,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,2,Yes,2.5,75.0625,727.58333,4+ Years,0,3,0
5828-AVIPD,Male,0,Yes,Yes,08-12-2022,19,One year,Yes,Electronic check,100.95,1875.55,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,3,Yes,2.3333,78.04737,599.26316,1-2 Years,1211.4,3,1
5828-DWPIL,Male,1,Yes,No,28-05-2019,62,Month-to-month,Yes,Electronic check,89.1,5618.3,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0,No,0,85.8875,629.04167,4+ Years,0,3,0
5829-NVSQN,Female,0,Yes,No,10-08-2022,23,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,1,Yes,4,75.06957,618.78261,1-2 Years,0,4,0
5832-EXGTT,Male,0,Yes,Yes,11-02-2022,29,Month-to-month,Yes,Mailed check,60.2,1834.15,No,Yes,No,DSL,Yes,No,No,No,No,Yes,2,Yes,4,84.65417,721.95833,2-3 Years,0,2,0
5832-TRLPB,Male,0,No,No,11-02-2022,29,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0,No,0,85.61667,626.20833,2-3 Years,0,4,0
5832-XKAES,Male,0,No,No,01-05-2024,2,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,2,52.45,645.5,0-1 Year,837.6,0,1
5834-ASPWA,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,Yes,2.5,126.5,367,0-1 Year,905.4,0,1
5835-BEQEU,Male,0,No,No,01-04-2024,3,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,3.5,69.7,511,0-1 Year,923.4,0,1
5837-LXSDN,Female,0,Yes,Yes,09-10-2022,21,One year,Yes,Credit card (automatic),58.85,1215.45,No,Yes,No,DSL,No,Yes,No,No,Yes,No,3,Yes,3,78.59048,636.42857,1-2 Years,0,2,0
